ukb_code	term_label	term_codes	mapping_type	ukb_fullcode	current_term_label	category
20002_1463	ulcerative colitis	EFO:0000729	Exact	20002_1463-Noncancer_illness_code_selfreported_ulcerative_colitis	ulcerative colitis	disease
20002_1464	rheumatoid arthritis	EFO:0000685	Exact	20002_1464-Noncancer_illness_code_selfreported_rheumatoid_arthritis	rheumatoid arthritis	disease
20002_1465	osteoarthritis	EFO:0002506	Exact	20002_1465-Noncancer_illness_code_selfreported_osteoarthritis	osteoarthritis	disease
20002_1466	gout	EFO:0004274	Exact	20002_1466-Noncancer_illness_code_selfreported_gout	gout	disease
20002_1469	post-traumatic stress disorder	EFO:0001358	Exact	20002_1469-Noncancer_illness_code_selfreported_posttraumatic_stress_disorder	post-traumatic stress disorder	disease
20002_1470	eating disorder	EFO:0005203	Broad	20002_1470-Noncancer_illness_code_selfreported_anorexiabulimiaother_eating_disorder	eating disorder	disease
20002_1471	atrial fibrillation	EFO:0000275	Exact	20002_1471-Noncancer_illness_code_selfreported_atrial_fibrillation	atrial fibrillation	disease
20002_1472	emphysema	EFO:0000464	Exact	20002_1472-Noncancer_illness_code_selfreported_emphysema	emphysema	disease
20002_1473	hypercholesterolemia	HP:0003124	Exact	20002_1473-Noncancer_illness_code_selfreported_high_cholesterol	hypercholesterolemia	
20002_1474	hiatus hernia	HP:0002036	Exact	20002_1474-Noncancer_illness_code_selfreported_hiatus_hernia	hiatus hernia	
20002_1476	sciatica	HP:0011868	Exact	20002_1476-Noncancer_illness_code_selfreported_sciatica	sciatica	
20002_1477	psoriatic arthritis	EFO:0003778	Exact	20002_1477-Noncancer_illness_code_selfreported_psoriatic_arthropathy	psoriatic arthritis	disease
20002_1479	rheumatic fever	EFO:1001160	Exact	20002_1479-Noncancer_illness_code_selfreported_rheumatic_fever	rheumatic fever	disease
20002_1482	chronic fatigue syndrome	EFO:0004540	Exact	20002_1482-Noncancer_illness_code_selfreported_chronic_fatigue_syndrome	chronic fatigue syndrome	disease
20002_1485	cardiac arrhythmia	EFO:0004269	Exact	20002_1485-Noncancer_illness_code_selfreported_irregular_heart_beat	cardiac arrhythmia	disease
20002_1491	intracranial hemorrhage	EFO:0000551	Exact	20002_1491-Noncancer_illness_code_selfreported_brain_haemorrhage	intracranial hemorrhage	disease
20002_1494	varicose veins	HP:0002619	Exact	20002_1494-Noncancer_illness_code_selfreported_varicose_veins	varicose veins	
20002_1495	lymphedema	Orphanet:79383	Exact	20002_1495-Noncancer_illness_code_selfreported_lymphoedema	lymphedema	disease
20002_1497	pneumothorax	HP:0002107	Exact	20002_1497-Noncancer_illness_code_selfreported_pneumothorax	pneumothorax	
20002_1499	labyrinthitis	EFO:0009604	Exact	20002_1499-Noncancer_illness_code_selfreported_labyrinthitis	labyrinthitis	disease
20002_1500	vertigo	HP:0002321	Exact	20002_1500-Noncancer_illness_code_selfreported_vertigo	vertigo	
20002_1501	pyloric stenosis	EFO:0009626	Exact	20002_1501-Noncancer_illness_code_selfreported_pyloric_stenosis	pyloric stenosis	disease
20002_1502	appendicitis	EFO:0007149	Exact	20002_1502-Noncancer_illness_code_selfreported_appendicitis	appendicitis	disease
20002_1504	anal fissure	HP:0012390	Exact	20002_1504-Noncancer_illness_code_selfreported_anal_fissure	anal fissure	
20002_1505	hemorrhoid	EFO:0009552	Exact	20002_1505-Noncancer_illness_code_selfreported_haemorrhoids_piles	hemorrhoid	disease
20002_1508	jaundice	HP:0000952	Exact	20002_1508-Noncancer_illness_code_selfreported_jaundice_unknown_cause	jaundice	
20002_1509	gastroenteritis  || dysentery	EFO:1001463, EFO:1001869	Exact	20002_1509-Noncancer_illness_code_selfreported_gastroenteritisdysentry	gastroenteritis AND dysentery	disease
20002_1510	dyspepsia	EFO:0008533	Exact	20002_1510-Noncancer_illness_code_selfreported_dyspepsia_indigestion	dyspepsia	disease
20002_1511	hernia of the abdominal wall	HP:0004299	Exact	20002_1511-Noncancer_illness_code_selfreported_abdominal_hernia	hernia of the abdominal wall	
20002_1512	umbilical hernia	HP:0001537	Exact	20002_1512-Noncancer_illness_code_selfreported_umbilical_hernia	umbilical hernia	
20002_1513	inguinal hernia	HP:0000023	Exact	20002_1513-Noncancer_illness_code_selfreported_inguinal_hernia	inguinal hernia	
20002_1514	cystitis	EFO:1000025	Exact	20002_1514-Noncancer_illness_code_selfreported_cystitis	cystitis	disease
20002_1523	trigeminal neuralgia	EFO:1001219	Exact	20002_1523-Noncancer_illness_code_selfreported_trigemminal_neuralgia	trigeminal neuralgia	disease
20002_1525	essential tremor	EFO:0003108	Exact	20002_1525-Noncancer_illness_code_selfreported_benign_essential_tremor	essential tremor	disease
20002_1526	poliomyelitis	EFO:0007450	Exact	20002_1526-Noncancer_illness_code_selfreported_polio_poliomyelitis	poliomyelitis	disease
20002_1529	dry eye syndrome	EFO:1000906	Exact	20002_1529-Noncancer_illness_code_selfreported_dry_eyes	dry eye syndrome	disease
20002_1530	iritis	EFO:1000997	Exact	20002_1530-Noncancer_illness_code_selfreported_iritis	iritis	disease
20002_1533	lumbar disc degeneration	EFO:0004994	Exact	20002_1533-Noncancer_illness_code_selfreported_disc_degeneration	lumbar disc degeneration	disease
20002_1534	back pain	HP:0003418	Exact	20002_1534-Noncancer_illness_code_selfreported_back_pain	back pain	
20002_1535	scoliosis	EFO:0004273	Exact	20002_1535-Noncancer_illness_code_selfreported_scoliosis	scoliosis	disease
20002_1536	spinal stenosis	EFO:0007490	Exact	20002_1536-Noncancer_illness_code_selfreported_spinal_stenosis	spinal stenosis	disease
20002_1537	arthralgia	HP:0002829	Exact	20002_1537-Noncancer_illness_code_selfreported_joint_pain	arthralgia	
20002_1538	arthritis	EFO:0005856	Exact	20002_1538-Noncancer_illness_code_selfreported_arthritis_nos	arthritis	disease
20002_1540	plantar fasciitis	EFO:1001909	Exact	20002_1540-Noncancer_illness_code_selfreported_plantar_fascitis	plantar fasciitis	
20002_1541	carpal tunnel syndrome	EFO:0004143	Exact	20002_1541-Noncancer_illness_code_selfreported_carpal_tunnel_syndrome	carpal tunnel syndrome	disease
20002_1542	fibromyalgia	EFO:0005687	Exact	20002_1542-Noncancer_illness_code_selfreported_fibromyalgia	fibromyalgia	disease
20002_1544	Dupuytren contracture	EFO:0004229	Exact	20002_1544-Noncancer_illness_code_selfreported_dupuytrens_contracture	dupuytren contracture	disease
20002_1548	acne	EFO:0003894	Exact	20002_1548-Noncancer_illness_code_selfreported_acneacne_vulgaris	acne	disease
20002_1549	lichen planus	EFO:1000726	Exact	20002_1549-Noncancer_illness_code_selfreported_lichen_planus	lichen planus	disease
20002_1550	lichen disease	EFO:1000724	Broad	20002_1550-Noncancer_illness_code_selfreported_lichen_sclerosis	lichen disease	disease
20002_1561	Raynaud disease	EFO:1001145	Exact	20002_1561-Noncancer_illness_code_selfreported_raynauds_phenomenondisease	raynaud disease	disease
20002_1562	food allergy	EFO:1001890	Exact	20002_1562-Noncancer_illness_code_selfreported_food_intolerance	food allergy	disease
20002_1563	urticaria	EFO:0005531	Exact	20002_1563-Noncancer_illness_code_selfreported_urticaria	urticaria	disease
20002_1567	infectious mononucleosis  || Epstein-Barr virus infection	EFO:0007326, EFO:0000769	Exact	20002_1567-Noncancer_illness_code_selfreported_infectious_mononucleosis_glandular_fever_epstein_barr_virus_ebv	infectious mononucleosis AND epstein-barr virus infection	disease
20002_1568	measles	EFO:1002025	Exact	20002_1568-Noncancer_illness_code_selfreported_measles_morbillivirus	measles	disease
20002_1569	mumps infectious disease	EFO:0007383	Exact	20002_1569-Noncancer_illness_code_selfreported_mumps_epidemic_parotitis	mumps virus infectious disease	disease
20002_1570	rubella	EFO:1002026	Exact	20002_1570-Noncancer_illness_code_selfreported_rubella_german_measles	rubella	disease
20002_1571	chickenpox	EFO:0007204	Exact	20002_1571-Noncancer_illness_code_selfreported_chickenpox	chickenpox	disease
20002_1572	whooping cough	EFO:0000650	Exact	20002_1572-Noncancer_illness_code_selfreported_whooping_cough_pertussis	whooping cough	disease
20002_1573	Herpes Zoster	EFO:0006510	Exact	20002_1573-Noncancer_illness_code_selfreported_shingles	herpes zoster	disease
20002_1575	herpes simplex infection	EFO:1002022	Exact	20002_1575-Noncancer_illness_code_selfreported_herpes_simplex	herpes simplex infection	disease
20002_1578	hepatitis a	EFO:0007305	Exact	20002_1578-Noncancer_illness_code_selfreported_hepatitis_a	hepatitis a virus infection	disease
20002_1585	mitral valve disease	EFO:0009557	Broad	20002_1585-Noncancer_illness_code_selfreported_mitral_regurgitation_incompetence	mitral valve disease	disease
20002_1597	tinnitus	HP:0000360	Exact	20002_1597-Noncancer_illness_code_selfreported_tinnitus_tiniitis	tinnitus	
20002_1598	tonsillitis	HP:0011110	Exact	20002_1598-Noncancer_illness_code_selfreported_tonsiltis	tonsillitis	
20002_1599	constipation	HP:0002019	Exact	20002_1599-Noncancer_illness_code_selfreported_constipation	constipation	
20002_1603	rectal prolapse	HP:0002035	Exact	20002_1603-Noncancer_illness_code_selfreported_rectal_prolapse	rectal prolapse	
20002_1605	femoral hernia	EFO:1001791	Exact	20002_1605-Noncancer_illness_code_selfreported_femoral_hernia	femoral hernia	disease
20002_1608	nephritis	EFO:1002050	Exact	20002_1608-Noncancer_illness_code_selfreported_nephritis	nephritis	disease
20002_1610	goiter	EFO:0004283	Exact	20002_1610-Noncancer_illness_code_selfreported_thyroid_goitre	goiter	disease
20002_1613	blepharitis	EFO:0009536	Exact	20002_1613-Noncancer_illness_code_selfreported_blepharitis_eyelid_infection	blepharitis	disease
20002_1616	insomnia	EFO:0004698	Exact	20002_1616-Noncancer_illness_code_selfreported_insomnia	insomnia	disease
20002_1617	osteopenia	HP:0000938	Exact	20002_1617-Noncancer_illness_code_selfreported_osteopenia	osteopenia	
20002_1619	tendinopathy  || tenosynovitis	EFO:1001434, EFO:1001435	Exact	20002_1619-Noncancer_illness_code_selfreported_tendonitis_tendinitis_tenosynovitis	tendinopathy AND tenosynovitis	disease
20002_1620	frozen shoulder	EFO:1000941	Exact	20002_1620-Noncancer_illness_code_selfreported_bursitis	frozen shoulder	disease
20002_1623	lateral epicondylitis	EFO:1001896	Exact	20002_1623-Noncancer_illness_code_selfreported_tennis_elbow_lateral_epicondylitis	lateral epicondylitis	disease
20002_1625	cellulitis	EFO:0003035	Exact	20002_1625-Noncancer_illness_code_selfreported_cellulitis	cellulitis	disease
20002_1626	skull fractures	EFO:1001425	Exact	20002_1626-Noncancer_illness_code_selfreported_fracture_skull_head	skull fractures	disease
20002_1635	radius fracture	EFO:0003957	Exact	20002_1635-Noncancer_illness_code_selfreported_fracture_radius	radius fracture	disease
20002_1636	ulna fracture	EFO:0003950	Exact	20002_1636-Noncancer_illness_code_selfreported_fracture_ulna	ulna fracture	disease
20002_1652	tibia fracture	EFO:0003944	Exact	20002_1652-Noncancer_illness_code_selfreported_fracture_tibia	tibia fracture	disease
20002_1657	sepsis	HP:0100806	Exact	20002_1657-Noncancer_illness_code_selfreported_septicaemia_sepsis	sepsis	
20002_1660	rosacea	EFO:1000760	Exact	20002_1660-Noncancer_illness_code_selfreported_rosacea	rosacea	disease
20002_1661	vitiligo	EFO:0004208	Exact	20002_1661-Noncancer_illness_code_selfreported_vitiligo	vitiligo	disease
20002_1677	scarlet fever	EFO:0007477	Exact	20002_1677-Noncancer_illness_code_selfreported_scarlet_fever_scarlatina	scarlet fever	disease
2247_1	hearing loss	EFO:0004238	Exact	2247_1-Hearing_difficultyproblems_Yes	hearing loss	disease
1697	body height	EFO:0004339	Broad	1697-Comparative_height_size_at_age_10	body height	
1930	emotional symptom measurement	EFO:0007803	Broad	1930-Miserableness	emotional symptom measurement	disease
1950	emotional symptom measurement	EFO:0007803	Broad	1950-Sensitivity_hurt_feelings	emotional symptom measurement	disease
1960	emotional symptom measurement	EFO:0007803	Broad	1960-Fedup_feelings	emotional symptom measurement	disease
1970	emotional symptom measurement	EFO:0007803	Broad	1970-Nervous_feelings	emotional symptom measurement	disease
2030	emotional symptom measurement	EFO:0007803	Broad	2030-Guilty_feelings	emotional symptom measurement	disease
2040	behavioural disinhibition measurement	EFO:0006946	Broad	2040-Risk_taking	behavioural disinhibition measurement	disease
2178	self rated health	EFO:0004778	Exact	2178-Overall_health_rating	self rated health	
2956	Chronic pain	HP:0012532	Exact	2956-General_pain_for_3_months	chronic pain	
3606	chest pain	HP:0100749	Broad	3606-Chest_pain_or_discomfort_walking_normally	chest pain	
3616	chest pain	HP:0100749	Broad	3616-Chest_pain_due_to_walking_ceases_when_standing_still	chest pain	
3751	chest pain	HP:0100749	Broad	3751-Chest_pain_or_discomfort_when_walking_uphill_or_hurrying	chest pain	
3773	knee pain	HP:0030839	Broad	3773-Knee_pain_for_3_months	knee pain	
3839	spontaneous abortion	EFO:1001255	Exact	3839-Number_of_spontaneous_miscarriages	spontaneous abortion	disease
4559	wellbeing measurement  || family relaitonship	EFO:0007869, EFO:0004424	Broad	4559-Family_relationship_satisfaction	wellbeing measurement AND family relationship	disease
20018	episodic memory	EFO:0004333	Broad	20018-Prospective_memory_result	episodic memory	
22502	cough	HP:0012735	Exact	22502-Cough_on_most_days	cough	
20002_1136	liver disease  || biliary tract disease  || pancreas disease	EFO:0001421, EFO:0009534, EFO:0009605	Exact	20002_1136-Noncancer_illness_code_selfreported_liverbiliarypancreas_problem	liver disease AND biliary tract disease AND pancreas disease	disease
20002_1243	mental or behavioural disorder	EFO:0005407	?	20002_1243-Noncancer_illness_code_selfreported_psychologicalpsychiatric_problem	psychosis	disease
20002_1266	head injury	EFO:0009505	Exact	20002_1266-Noncancer_illness_code_selfreported_head_injury	head injury	disease
20002_1394	peripheral nerve injury	EFO:0009510	Exact	20002_1394-Noncancer_illness_code_selfreported_peripheral_nerve_injury	peripheral nerve injury	disease
20002_1627	jaw fracture	EFO:0009612	Exact	20002_1627-Noncancer_illness_code_selfreported_fracture_jaw	jaw fracture	disease
20002_1628	nose injury	EFO:0009623	Exact	20002_1628-Noncancer_illness_code_selfreported_fracture_nose	nose injury	disease
20002_1629	orbital fracture	EFO:0009611	Narrow	20002_1629-Noncancer_illness_code_selfreported_fracture_face_orbit_eye_socket	orbital fracture	disease
20002_1631	clavicle facture	EFO:0009614	Exact	20002_1631-Noncancer_illness_code_selfreported_fracture_clavicle_collar_bone	clavicle fracture	disease
20002_1632	shoulder fracture	EFO:0009621	Exact	20002_1632-Noncancer_illness_code_selfreported_fracture_shoulder_scapula	shoulder fracture	disease
20002_1634	wrist fracture	EFO:0009515	Exact	20002_1634-Noncancer_illness_code_selfreported_fracture_forearm_wrist	wrist fracture	disease
20002_1637	wrist fracture	EFO:0009515	Exact	20002_1637-Noncancer_illness_code_selfreported_fracture_wrist_colles_fracture	wrist fracture	disease
20002_1638	hand fracture	NCIT:C27161	Exact	20002_1638-Noncancer_illness_code_selfreported_fracture_hand	hand fracture	
20002_1639	finger fracture	EFO:0009616	Exact	20002_1639-Noncancer_illness_code_selfreported_fracture_finger	finger fracture	disease
20002_1644	rib fracture	EFO:0009620	Exact	20002_1644-Noncancer_illness_code_selfreported_fracture_rib	rib fracture	disease
20002_1647	facture of pelvis	EFO:0009622	Exact	20002_1647-Noncancer_illness_code_selfreported_fracture_pelvis	fracture of pelvis	disease
20002_1648	femur fracture  || hip fracture	EFO:0008553, EFO:0003964	Broad	20002_1648-Noncancer_illness_code_selfreported_fracture_neck_of_femur_hip	femur fracture AND hip fracture	disease
20002_1649	femur fracture	EFO:0008553	Broad	20002_1649-Noncancer_illness_code_selfreported_fracture_shaft_of_femur	femur fracture	disease
20002_1650	knee fracture	EFO:0009617	Exact	20002_1650-Noncancer_illness_code_selfreported_fracture_patella_knee	knee fracture	disease
20002_1651	ankle fracture  || lower extremity fracture	EFO:0009615, EFO:0009512	Exact	20002_1651-Noncancer_illness_code_selfreported_fracture_lower_leg_ankle	ankle fracture AND lower extremity fracture	disease
20002_1653	fibula fracture	EFO:0009613	Exact	20002_1653-Noncancer_illness_code_selfreported_fracture_fibula	fibula fracture	disease
20002_1654	foot fracture	EFO:0009618	Exact	20002_1654-Noncancer_illness_code_selfreported_fracture_foot	foot fracture	disease
20002_1655	bone fracture	EFO:0003931	Broad	20002_1655-Noncancer_illness_code_selfreported_fracture_metatarsal	bone fracture	disease
20002_1656	foot fracture	EFO:0009618	Broad	20002_1656-Noncancer_illness_code_selfreported_fracture_toe	foot fracture	disease
2395_2	androgenic alopecia  || balding measurement	EFO:0004191, EFO:0007825	Broad	2395_2-Hairbalding_pattern_Pattern_2	androgenetic alopecia AND balding measurement	disease
2395_3	androgenic alopecia  || balding measurement	EFO:0004191, EFO:0007825	Broad	2395_3-Hairbalding_pattern_Pattern_3	androgenetic alopecia AND balding measurement	disease
2395_4	androgenic alopecia  || balding measurement	EFO:0004191, EFO:0007825	Broad	2395_4-Hairbalding_pattern_Pattern_4	androgenetic alopecia AND balding measurement	disease
845	self reported educational attainment	EFO:0004784	Exact	845-Age_completed_full_time_education	self reported educational attainment	
1220	excessive daytime sleepiness  || narcolepsy without cataplexy	EFO:0007875, EFO:0005855	Exact	1220-Daytime_dozing_sleeping_narcolepsy	excessive daytime sleepiness measurement AND narcolepsy without cataplexy	disease
1239	smoking behavior	EFO:0004318	Broad	1239-Current_tobacco_smoking	smoking behavior	
1249	smoking cessation	EFO:0004319	Broad	1249-Past_tobacco_smoking	smoking cessation	
1269	environmental tobacco smoke exposure measurement	EFO:0008361	Broad	1269-Exposure_to_tobacco_smoke_at_home	environmental tobacco smoke exposure measurement	
1279	environmental tobacco smoke exposure measurement	EFO:0008361	Broad	1279-Exposure_to_tobacco_smoke_outside_home	environmental tobacco smoke exposure measurement	
1980	anxiety	EFO:0005230	Exact	1980-Worrier_anxious_feelings	anxiety	
2050	emotional symptom measurement	EFO:0007803	Broad	2050-Frequency_of_depressed_mood_in_last_2_weeks	emotional symptom measurement	disease
2060	emotional symptom measurement	EFO:0007803	Broad	2060-Frequency_of_unenthusiasm_disinterest_in_last_2_weeks	emotional symptom measurement	disease
2443	diabetes mellitus	EFO:0000400	Exact	2443-Diabetes_diagnosed_by_doctor	diabetes mellitus	disease
2453	cancer	EFO:0000311	Exact	2453-Cancer_diagnosed_by_doctor	cancer	disease
2463	bone fracture	EFO:0003931	Exact	2463-Fracturedbroken_bones_in_last_5_years	bone fracture	disease
2814	hormone replacement therapy	EFO:0003961	Exact	2814-Ever_used_hormonereplacement_therapy_HRT	hormone replacement therapy	
3005	bone fracture	EFO:0003931	Broad	3005-Fracture_resulting_from_simple_fall	bone fracture	disease
4067	facial pain	EFO:0009625	Broad	4067-Facial_pains_for_3_months	facial pain	
4620	depressive episode measurement	EFO:0007704	Exact	4620-Number_of_depression_episodes	depressive episode measurement	disease
1707_2	functional laterality	EFO:0003889	Broad	1707_2-Handedness_chiralitylaterality_Lefthanded	functional laterality	
1707_3	functional laterality	EFO:0003889	Broad	1707_3-Handedness_chiralitylaterality_Use_both_right_and_left_hands_equally	functional laterality	
20001_1068	sarcoma  || fibrosarcoma	EFO:0000691, EFO:0002087	Exact	20001_1068-Cancer_code_selfreported_sarcomafibrosarcoma	sarcoma AND fibrosarcoma	disease
20001_1073	basal cell carcinoma	EFO:0004193	?	20001_1073-Cancer_code_selfreported_rodent_ulcer	basal cell carcinoma	disease
20002_1078	heart valve disease	EFO:0009551	Exact	20002_1078-Noncancer_illness_code_selfreported_heart_valve_problemheart_murmur	heart valve disease	disease
20002_1080	pericarditis	EFO:0007427	Exact	20002_1080-Noncancer_illness_code_selfreported_pericardial_problem	pericarditis	disease
20002_1117	respiratory system disease	EFO:0000684	Exact	20002_1117-Noncancer_illness_code_selfreported_other_respiratory_problems	respiratory system disease	disease
20002_1134	esophageal disease	EFO:0009544	Exact	20002_1134-Noncancer_illness_code_selfreported_oesophageal_disorder	esophageal disease	disease
20002_1135	stomach disease	EFO:0009608	Exact	20002_1135-Noncancer_illness_code_selfreported_stomach_disorder	stomach disease	disease
20002_1157	hepatitis	HP:0012115	Broad	20002_1157-Noncancer_illness_code_selfreported_noninfective_hepatitis	hepatitis	
20002_1193	kidney failure	EFO:1002048	Broad	20002_1193-Noncancer_illness_code_selfreported_renal_failure_requiring_dialysis	kidney failure	disease
20002_1194	kidney failure	EFO:1002048	Broad	20002_1194-Noncancer_illness_code_selfreported_renal_failure_not_requiring_dialysis	kidney failure	disease
20002_1229	parathyroid disease	EFO:0005754	Exact	20002_1229-Noncancer_illness_code_selfreported_parathyroid_gland_problem_not_cancer	parathyroid disease	disease
20002_1247	infectious meningitis	EFO:0000584	?	20002_1247-Noncancer_illness_code_selfreported_meningitis	infectious meningitis	disease
20002_1258	neurodegenerative disease	EFO:0005772	Exact	20002_1258-Noncancer_illness_code_selfreported_chronicdegenerative_neurological_problem	neurodegenerative disease	disease
20002_1287	anxiety  || panic disorder	EFO:0005230, EFO:0004262	Exact	20002_1287-Noncancer_illness_code_selfreported_anxietypanic_attacks	anxiety AND panic disorder	disease
20002_1297	soft tissue disease	EFO:0009470	Exact	20002_1297-Noncancer_illness_code_selfreported_musclesoft_tissue_problem	soft tissue disease	disease
20002_1311	osteoarthritis, spine	EFO:1000787	Narrow	20002_1311-Noncancer_illness_code_selfreported_spine_arthritisspondylitis	osteoarthritis, spine	disease
20002_1312	lumbar disc herniation	EFO:1002005	Narrow	20002_1312-Noncancer_illness_code_selfreported_prolapsed_discslipped_disc	lumbar disc herniation	disease
20002_1405	kidney disease	EFO:0003086	Exact	20002_1405-Noncancer_illness_code_selfreported_other_renalkidney_problem	kidney disease	disease
20002_1412	bronchial disease	EFO:1002018	Broad	20002_1412-Noncancer_illness_code_selfreported_bronchitis	bronchial disease	disease
20002_1467	joint disease	EFO:1000999	Exact	20002_1467-Noncancer_illness_code_selfreported_other_joint_disorder	joint disease	disease
20002_1468	diabetic neuropathy	EFO:1000783	Exact	20002_1468-Noncancer_illness_code_selfreported_diabetic_neuropathyulcers	diabetic neuropathy	disease
20002_1478	spondylosis, cervical	EFO:0009610	Exact	20002_1478-Noncancer_illness_code_selfreported_cervical_spondylosis	cervical spondylosis	disease
20002_1487	supraventricular tachycardia	HP:0004755	Exact	20002_1487-Noncancer_illness_code_selfreported_svt_supraventricular_tachycardia	supraventricular tachycardia	disease
20002_1528	macular degeneration	EFO:0009606	Exact	20002_1528-Noncancer_illness_code_selfreported_macular_degeneration	macular degeneration	disease
20002_1602	gastrointestinal obstruction	HP:0004796	Exact	20002_1602-Noncancer_illness_code_selfreported_bowel_intestinal_obstruction	gastrointestinal obstruction	
20002_1614	psychosocial stress measurement	EFO:1001920	?	20002_1614-Noncancer_illness_code_selfreported_stress	stress-induced anxiety-like behavior	
20002_1633	upper extremity fracture	EFO:0009514	Broad	20002_1633-Noncancer_illness_code_selfreported_fracture_upper_arm_humerus_elbow	upper extremity fracture	disease
20002_1646	spinal fracture	EFO:0003902	Broad	20002_1646-Noncancer_illness_code_selfreported_fracture_vertebra_crush_fracture_vertebral_collapse	spinal fracture	disease
20002_1668	response to biological dust exposure	EFO:0006992	Broad	20002_1668-Noncancer_illness_code_selfreported_allergy_to_house_dust_mite	response to biological dust exposure	
20002_1683	neuroma	EFO:0009619	Exact	20002_1683-Noncancer_illness_code_selfreported_benign_neuroma	neuroma	disease
134	cancer	EFO:0009800	Exact	134-Number_of_selfreported_cancers	number of cancers, self-reported	
135	disease	EFO:0009801	Exact	135-Number_of_selfreported_noncancer_illnesses	number of non-cancer illnesses, self-reported	
136	medical prodecure	EFO:0009802	Exact	136-Number_of_operations_selfreported	number of operations, self-reported	
137	treatment	EFO:0009803	Exact	137-Number_of_treatmentsmedications_taken	number of treatments or medications taken, self-reported	
1170		EFO:0009817	Exact	1170-Getting_up_in_morning	ease of getting up in the morning, self-reported	
1190	Need to sleep during day	EFO:0009818	Exact	1190-Nap_during_day	nap during day, self-reported	
1687	body height	EFO:0009819	Exact	1687-Comparative_body_size_at_age_10	comparative body size at age 10, self-reported	
1873	number of siblings	EFO:0009713	Broad	1873-Number_of_full_brothers	number of siblings	
1883	number of siblings	EFO:0009713	Broad	1883-Number_of_full_sisters	number of siblings	
1990	feeling tense measurement	EFO:0009596	Narrow	1990-Tense_highly_strung	feeling tense measurement	disease
2000	worry measurement	EFO:0009589	Broad	2000-Worry_too_long_after_embarrassment	worry measurement	disease
2010	nervousness	NCIT:C74532	Exact	2010-Suffer_from_nerves	nervousness	disease
2090	mental or behavioural disorder	EFO:0009820	Exact	2090-Seen_doctor_GP_for_nerves_anxiety_tension_or_depression	seeing a general practitioner for nerves, anxiety, tension or depression, self-reported	
2100	mental or behavioural disorder	EFO:0009821	Exact	2100-Seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression	seeing a psychiatrist for nerves, anxiety, tension or depression, self-reported	
2188	chronic	EFO:0009714	Broad	2188-Longstanding_illness_disability_or_infirmity	chronic disease	disease
2296	fall	EFO:0009631	Broad	2296-Falls_in_the_last_year	fall	
2316	wheezing	EFO:0009715	Broad	2316-Wheeze_or_whistling_in_the_chest_in_last_year	wheezing	
2375	puberty onset measurement	EFO:0009716	Exact	2375-Relative_age_of_first_facial_hair	age at first facial hair	
2405	number of children ever born measurement	EFO:0009814	Exact	2405-Number_of_children_fathered	number of children fathered measurement	
2744	birth weight	EFO:0004344	Broad	2744-Birth_weight_of_first_child	birth weight	
2834	bilateral oophorectomy	EFO:0009717	Exact	2834-Bilateral_oophorectomy_both_ovaries_removed	bilateral oophorectomy	
3079	cardiac pacemaker	EFO:0009719	Exact	3079-Pacemaker	artificial cardiac pacemaker	
3393	hearing assistance system/able to hear with hearing aids	EFO:0009720	Broad	3393-Hearing_aid_user	able to hear with hearing aids	
3829	?	EFO:0009722	Exact	3829-Number_of_stillbirths	number of stillbirths	
4526	emotional symptom measurement	EFO:0007803	Broad	4526-Happiness	emotional symptom measurement	disease
4537	job satisfaction	EFO:0009723	Exact	4537-Workjob_satisfaction	job satisfaction measurement	disease
4548	satisfaction	EFO:0009724	Exact	4548-Health_satisfaction	health satisfaction measurement	disease
4570	satisfaction	EFO:0009725	Exact	4570-Friendships_satisfaction	friendship satisfaction measurement	disease
4581	satisfied with current financial situation	EFO:0009726	Exact	4581-Financial_situation_satisfaction	financial situation satisfaction measurement	disease
4598	depressive episode measurement	EFO:0007704	Broad	4598-Ever_depressed_for_a_whole_week	depressive episode measurement	disease
4631	depressive symptom measurement	EFO:0007006	Broad	4631-Ever_unenthusiasticdisinterested_for_a_whole_week	depressive symptom measurement	disease
4642	manic episode measurement	EFO:0007705	Exact	4642-Ever_manichyper_for_2_days	manic episode measurement	disease
4653	irritability measurement	EFO:0009594	Exact	4653-Ever_highly_irritableargumentative_for_2_days	irritability measurement	disease
4717	have shortness of breath	EFO:0009727	Broad	4717-Shortness_of_breath_walking_on_level_ground	shortness of breath	
4814	tinnitus	HP:0000360	Broad	4814-Tinnitus_severitynuisance	tinnitus	
5386	depressive episode measurement	EFO:0007704	Broad	5386-Number_of_unenthusiasticdisinterested_episodes	depressive episode measurement	disease
5529	medical procedure	EFO:0009729	Broad	5529-Surgery_on_leg_arteries_other_than_for_varicose_veins	surgery on leg artery	
5663	manic episode measurement||irritability measurement	EFO:0007705||EFO:0009594	Exact	5663-Length_of_longest_manicirritable_episode	manic episode measurement AND irritability measurement	disease
5674	manic episode measurement||irritability measurement	EFO:0007705||EFO:0009594	Exact	5674-Severity_of_manicirritable_episodes	manic episode measurement AND irritability measurement	disease
6017	physical activity	EFO:0009822	Exact	6017-Able_to_walk_or_cycle_unaided_for_10_minutes	ability to walk or cycle unaided for 10 minutes, self-reported	
6034	heart rate	EFO:0009823	Exact	6034-Target_heart_rate_achieved	achievement of target heart rate, self-reported	
